EVENT_NAME,PATHOGEN,REFERENCE,DATE_LOW,DATE_HIGH,DATE_REPORT,DATE_TYPE,SPATIAL_RESOLUTION,AL0_CODE,AL0_NAME,AL1_CODE,AL1_NAME,AL2_NAME,AL3_NAME,LOCALITY_NAME,LOCATION_TYPE,CONFIRM_STATUS,OUTCOME,CUMULATIVE_FLAG,VALUE
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-AH,Anhui,,,,Clinical care sought,TOTAL,CASE,TRUE,70
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-BJ,Beijing,,,,Clinical care sought,CONFIRMED,CASE,TRUE,72
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-BJ,Beijing,,,,Clinical care sought,TOTAL,CASE,TRUE,72
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-CQ,Chongqing,,,,Clinical care sought,CONFIRMED,CASE,TRUE,110
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-CQ,Chongqing,,,,Clinical care sought,TOTAL,CASE,TRUE,110
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-FJ,Fujian,,,,Clinical care sought,CONFIRMED,CASE,TRUE,56
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-FJ,Fujian,,,,Clinical care sought,TOTAL,CASE,TRUE,56
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,CONFIRMED,CASE,TRUE,151
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,TOTAL,CASE,TRUE,151
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GS,Gansu,,,,Clinical care sought,CONFIRMED,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GS,Gansu,,,,Clinical care sought,TOTAL,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GX,Guangxi,,,,Clinical care sought,CONFIRMED,CASE,TRUE,46
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GX,Guangxi,,,,Clinical care sought,TOTAL,CASE,TRUE,46
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GZ,Guizhou,,,,Clinical care sought,CONFIRMED,CASE,TRUE,7
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-GZ,Guizhou,,,,Clinical care sought,TOTAL,CASE,TRUE,7
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HA,Henan,,,,Clinical care sought,CONFIRMED,CASE,TRUE,128
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HA,Henan,,,,Clinical care sought,TOTAL,CASE,TRUE,128
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-28,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,CASE,TRUE,2714
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-28,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-28,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,CASE,TRUE,2714
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-28,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HE,Hebei,,,,Clinical care sought,CONFIRMED,CASE,TRUE,18
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HE,Hebei,,,,Clinical care sought,TOTAL,CASE,TRUE,18
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HI,Hainan,,,,Clinical care sought,CONFIRMED,CASE,TRUE,31
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HI,Hainan,,,,Clinical care sought,TOTAL,CASE,TRUE,31
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HL,Heilongjiang,,,,Clinical care sought,CONFIRMED,CASE,TRUE,21
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HL,Heilongjiang,,,,Clinical care sought,TOTAL,CASE,TRUE,21
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HN,Hunan,,,,Clinical care sought,CONFIRMED,CASE,TRUE,100
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-HN,Hunan,,,,Clinical care sought,TOTAL,CASE,TRUE,100
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-JL,Jilin,,,,Clinical care sought,CONFIRMED,CASE,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-JL,Jilin,,,,Clinical care sought,TOTAL,CASE,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-JS,Jiangsu,,,,Clinical care sought,CONFIRMED,CASE,TRUE,47
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-JS,Jiangsu,,,,Clinical care sought,TOTAL,CASE,TRUE,47
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-JX,Jiangxi,,,,Clinical care sought,CONFIRMED,CASE,TRUE,48
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-JX,Jiangxi,,,,Clinical care sought,TOTAL,CASE,TRUE,48
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-LN,Liaoning,,,,Clinical care sought,CONFIRMED,CASE,TRUE,24
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-LN,Liaoning,,,,Clinical care sought,TOTAL,CASE,TRUE,24
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-NM,Inner Mongolia,,,,Clinical care sought,CONFIRMED,CASE,TRUE,11
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-NM,Inner Mongolia,,,,Clinical care sought,TOTAL,CASE,TRUE,11
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-NX,Ningxia,,,,Clinical care sought,CONFIRMED,CASE,TRUE,7
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-NX,Ningxia,,,,Clinical care sought,TOTAL,CASE,TRUE,7
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-QH,Qinghai,,,,Clinical care sought,CONFIRMED,CASE,TRUE,4
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-QH,Qinghai,,,,Clinical care sought,TOTAL,CASE,TRUE,4
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SC,Sichuan,,,,Clinical care sought,CONFIRMED,CASE,TRUE,69
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SC,Sichuan,,,,Clinical care sought,TOTAL,CASE,TRUE,69
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SD,Shandong,,,,Clinical care sought,CONFIRMED,CASE,TRUE,75
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SD,Shandong,,,,Clinical care sought,TOTAL,CASE,TRUE,75
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,CONFIRMED,CASE,TRUE,53
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,TOTAL,CASE,TRUE,53
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SN,Shaanxi,,,,Clinical care sought,CONFIRMED,CASE,TRUE,35
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SN,Shaanxi,,,,Clinical care sought,TOTAL,CASE,TRUE,35
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SX,Shanxi,,,,Clinical care sought,CONFIRMED,CASE,TRUE,13
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-SX,Shanxi,,,,Clinical care sought,TOTAL,CASE,TRUE,13
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-TJ,Tianjin,,,,Clinical care sought,CONFIRMED,CASE,TRUE,18
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-TJ,Tianjin,,,,Clinical care sought,TOTAL,CASE,TRUE,18
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-XJ,Xinjiang,,,,Clinical care sought,CONFIRMED,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-XJ,Xinjiang,,,,Clinical care sought,TOTAL,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-YN,Yunnan,,,,Clinical care sought,CONFIRMED,CASE,TRUE,19
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-YN,Yunnan,,,,Clinical care sought,TOTAL,CASE,TRUE,19
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-ZJ,Zhejiang,,,,Clinical care sought,CONFIRMED,CASE,TRUE,128
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,AL1,CN,China,CN-ZJ,Zhejiang,,,,Clinical care sought,TOTAL,CASE,TRUE,128
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-28,Report,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,CONFIRMED,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-28,Report,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,TOTAL,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shanwei,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Dongguan,Clinical care sought,CONFIRMED,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Foshan,Clinical care sought,CONFIRMED,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Guangzhou,Clinical care sought,CONFIRMED,CASE,TRUE,41
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Huizhou,Clinical care sought,CONFIRMED,CASE,TRUE,8
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Jieyang,Clinical care sought,CONFIRMED,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Meizhou,Clinical care sought,CONFIRMED,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Qingyuan,Clinical care sought,CONFIRMED,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shantou,Clinical care sought,CONFIRMED,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shanwei,Clinical care sought,CONFIRMED,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shaoguan,Clinical care sought,CONFIRMED,CASE,TRUE,4
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shenzhen,Clinical care sought,CONFIRMED,CASE,TRUE,36
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Yangjiang,Clinical care sought,CONFIRMED,CASE,TRUE,8
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhanjiang,Clinical care sought,CONFIRMED,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhaoqing,Clinical care sought,CONFIRMED,CASE,TRUE,4
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhongshan,Clinical care sought,CONFIRMED,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhuhai,Clinical care sought,CONFIRMED,CASE,TRUE,12
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shanwei,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Dongguan,Clinical care sought,TOTAL,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Foshan,Clinical care sought,TOTAL,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Guangzhou,Clinical care sought,TOTAL,CASE,TRUE,41
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Huizhou,Clinical care sought,TOTAL,CASE,TRUE,8
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Jieyang,Clinical care sought,TOTAL,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Meizhou,Clinical care sought,TOTAL,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Qingyuan,Clinical care sought,TOTAL,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shantou,Clinical care sought,TOTAL,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shanwei,Clinical care sought,TOTAL,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shaoguan,Clinical care sought,TOTAL,CASE,TRUE,4
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Shenzhen,Clinical care sought,TOTAL,CASE,TRUE,36
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Yangjiang,Clinical care sought,TOTAL,CASE,TRUE,8
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhanjiang,Clinical care sought,TOTAL,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhaoqing,Clinical care sought,TOTAL,CASE,TRUE,4
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhongshan,Clinical care sought,TOTAL,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-27,2020-01-27,2020-01-27,Authority notification,locality,CN,China,CN-GD,Guangdong,,,Zhuhai,Clinical care sought,TOTAL,CASE,TRUE,12
